用户名,推荐,游戏时长,评论
Castella蛋糕,Not Recommended,43.4 hrs on record,一周目真结局全boss尽量全收集通关了，满分五分，只能给出3.5分，看质量的话黑神话是完全够格甚至勉强优秀的，但想达到顶尖还是不足，只能说这个价格有一半都是情怀。 在地图设计上，像是开放世界和箱庭式地图的结合，整体呈现箱庭地图风格，但途中会有开放世界式的支线任务和收集品，蛋疼的在于一没小地图，二大地图上提示匮乏，三主角的行动能力堪忧，导致整体体验只能给出3分，但若不考虑这些缺点，其实也没啥好说的，画质光影算不上惊艳，大部分地图都是野外森林荒野雪地，剩下的建筑大都没什么特色，只有少数建筑确实体现了东方文化。 在动作方面，what can i say，三段架势内容贫乏的像是被咀嚼了半小时的口香糖，乍一看确实各具特色，实际上完全可以整合进一个里面，轻攻击一模一样，三段架势对应三种重攻击三个技能以及三个由派生技能，切架势这个设定属实是添油加醋了，实际战斗起来完全就是一段架势走到黑。 战斗方面更别提了，随便一个小怪你都得a三四下还可能被摸一下，精英怪那说不定都得交个技能打半分钟，别的游戏是往boss房前面塞小怪让你攒条，这游戏塞的怪你敢打就敢磨你状态。打boss方面甚至是一坨，可以看出来是想做只狼那种快节奏爽快战斗，但问题是你一没格挡，二闪避模组逆天后摇，三boss攻击欲望强只能见缝插针等他打完一套a两三下，四这游戏特有的PPT式超长快慢刀，一个连招能打十几段，搞得我好像在玩什么新款弹幕式回合制游戏，外加中途的无意义快慢刀动作卡顿，不知道的以为我是电脑卡了呢。 在文化蕴律上，也没多好，本来第一章结束后的过场动画，第二章的无头僧人我感觉都挺惊艳的，结果后面几章的过场动画只能说是一坨，不会做bgm你能不能搞个纯音乐？非得整个堪比时代少年团lemon的网红式普通话中文歌把观感搞得一坨，整体剧情也没啥好说的，游戏是打了十天昨天通关的，剧情是今天就想不起来的。 总之，游戏很好玩，下次不要做了。
2685409929,Recommended,307.6 hrs on record (293.8 hrs at review time),第一款国产3A，质量没的说，手感很棒，优化也很好，绝对称得上是适合所有玩家的第一款游戏！
like_rice,Recommended,47.4 hrs on record,这不仅仅是一个游戏，更是一件艺术品。首先，顶级的音乐、顶级的美术，这毋庸置疑。其次我从来没见过哪个游戏的boss战设计的这么多样有趣而且难度适宜，寅虎、杨戬、大圣残躯更是几乎我见过的所有boss设计里的顶峰。以棍法为根基的战斗系统更是把棍子玩出了花来，可能只有从差强人意的地图设计和探索反馈才能让我感受到游戏科学只是一个新出茅庐，缺少底蕴，从来没做过3A的年轻公司。只能说游戏里的每一个画面都能看出开发的这六年里这个团队为之付出的心血。
lovedouya,Recommended,12.2 hrs on record (9.8 hrs at review time),fsd
博丽灵梦,Recommended,13.6 hrs on record,第六章不怎么行，但不能因为这一章而忽略全部，总体好评
jimwpj,Recommended,27.8 hrs on record (7.8 hrs at review time),特别好玩，就是有点难，没事我会变强的，也不知道我什么时候全部玩完
roundknight,Recommended,209.1 hrs on record (191.6 hrs at review time),重走西游路。
她说带了不算给,Recommended,38.3 hrs on record (26.2 hrs at review time),666
拟态baby辣,Recommended,28.3 hrs on record (4.0 hrs at review time),刚刚玩了四个小时就被优质的画面，精湛的打斗所吸引，非常棒的游戏！
我是菜波一QAQ,Recommended,13.2 hrs on record (13.1 hrs at review time),nbbbbbbbbbbbbbbbb！！！！！！！！！！！！！
凡の力,Recommended,41.7 hrs on record,HHHHHHH
28360617,Recommended,94.1 hrs on record (4.6 hrs at review time),特别棒，慢慢怀旧风
PSG.LGD.collapse,Recommended,50.4 hrs on record,中国单机游戏史上真正的第一部3A，是从0到1的突破，它带给中国玩家的并不只是一个arpg游戏这么简单，它同时向全世界的玩家们展示了一个有着悠久文化底蕴的国家。游戏上，黑神话悟空是个玩法驱动的游戏，轻剧情，但是并不影响中国玩家们理解。尤其是每章的播片，还有各种仙神怪妖。我相信各个中国玩家看到它们的时候，肯定有种震惊，然后又是亲近感。游戏科学用了全新的方法给我们展现了一段新的西游故事。可惜游戏没全部做完，听说原本有13章，因为工期原因只能压缩为6章。在游戏中就明显感觉到了游戏的故事少了好多。真是可惜。希望游戏科学能把剩下的补成dlc。不然这个西游故事不完整，少了很多味道。
RoAuy,Recommended,56.5 hrs on record (27.3 hrs at review time),
liluming2024,Recommended,63.4 hrs on record (7.1 hrs at review time),十年磨一剑，
wuyu,Recommended,109.5 hrs on record (102.1 hrs at review time),什么时候出DLC！！！
Yaio,Not Recommended,35.0 hrs on record (32.3 hrs at review time),太难了，没有教程
word for world,Recommended,100.0 hrs on record (94.3 hrs at review time),国产3a的起步
三井寿,Recommended,123.4 hrs on record,中国的文化历史就是吊打西方伪史！
ikun,Recommended,104.5 hrs on record,对于一位仰慕大圣20年的人来说，这款游戏让我深深的代入其中，这游戏发行之前，我一直以为我将扮演的角色是大圣，有期待，却并无亲切，直到20号打开这游戏，我才知我先入为主了，我将扮演一位追寻大圣脚步的天命人，正如我所经历的20年的追寻人生，在那一瞬间，我便深深代入其中，对于这款游戏，有人说他是魂，说他类魂，我却将目光投向那“角色扮演”的标签，不管游戏模式如何，仅仅是这一路追寻的故事，她便已经在我心中毕业。
龙虎山脏天师,Recommended,11.1 hrs on record (8.3 hrs at review time),玩法闭环简洁，体验流畅happy，战胜难的BOSS智商成就感满满，不愧是国产一哥
搞什么小飞机0_o,Recommended,105.1 hrs on record (103.4 hrs at review time),好玩，就是后面场景有点拉
1651239166,Not Recommended,108.3 hrs on record,垃圾游戏
华师第一帅帅琦,Recommended,132.8 hrs on record (100.8 hrs at review time),还是需要耐心的，轻击不能点太快，熟练了还是不错的
拆拆我是谁,Recommended,205.1 hrs on record (204.0 hrs at review time),识破加退寸简直了，爽到飞起
zhaozizhan2024,Recommended,7.2 hrs on record (4.9 hrs at review time),2025了还有水军在诋毁（流汗黄豆.jpg)
1076176926,Recommended,120.6 hrs on record,国内的第一个大学生，可以很不错好玩，爱玩
3011229890,Recommended,339.3 hrs on record (307.5 hrs at review time),这款游戏真心不错，值得购买
coco香橙市闯哥,Recommended,76.5 hrs on record (44.9 hrs at review time),不知不觉完了40多个小时了而很好玩支持
1652405991,Recommended,77.2 hrs on record (22.9 hrs at review time),画面一流
Aether,Recommended,24.6 hrs on record (23.2 hrs at review time),嚎玩
白狼奇幻舟,Recommended,60.1 hrs on record,迟来的评论，游戏是刚发售的时候玩的，在我目前玩过的游戏中，和旷野之息、艾尔登法环坐一桌。
light,Recommended,112.9 hrs on record (92.4 hrs at review time),boss设计优秀，动作机制很不错。是一款十足的爽游，再加上中国第一款3a的情怀。十分推荐。希望游戏科学能搞快点把dlc出了。好让我们玩家在爽一把
为什么这样子,Recommended,75.7 hrs on record,如大部分人所说确实最后两章尤其最后一章（最明显boss设计）欠打磨，除此之外很多boss的攻击判定体积很不合理，但整体上来说对得起好评如潮。
10198024,Recommended,18.8 hrs on record (10.3 hrs at review time),让人震惊的好游戏！
惹晒来全撒了,Recommended,55.4 hrs on record,真的好玩，虽然不可避免玩多了个别怪就不想打，但是很多怪都不错，我心目中前三寅虎，小黄龙，大圣。和大圣的那场战斗我高潮了
jouqi,Recommended,33.3 hrs on record,齐天大圣！！
"Row,R",Recommended,7.1 hrs on record,说实话我打不过。
似溪向海流,Recommended,29.5 hrs on record (19.8 hrs at review time),好玩，爱玩
19086236834,Recommended,5.2 hrs on record (3.5 hrs at review time),66666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666
18248378858,Recommended,7.6 hrs on record (3.4 hrs at review time),很好的游戏，支持
认真,Recommended,53.8 hrs on record (4.4 hrs at review time),伟大无需多言
huandi,Recommended,118.0 hrs on record (104.3 hrs at review time),我曾远走他乡，在异乡当一个英雄。如今，我只想回到故乡，当个。。。齐天大圣！
赵商序,Recommended,47.3 hrs on record (31.7 hrs at review time),好玩
kuailewuyou343434,Recommended,17.7 hrs on record (5.5 hrs at review time),good
󠀁,Recommended,7.0 hrs on record (5.0 hrs at review time),战斗爽
Don Quixote,Recommended,58.3 hrs on record (55.4 hrs at review time),二郎神真难打
addOnlysweet,Recommended,116.2 hrs on record (36.0 hrs at review time),nb
Qeee.,Recommended,10.4 hrs on record (8.1 hrs at review time),好
2397817124,Recommended,26.6 hrs on record (14.0 hrs at review time),有文化内涵，又有趣味性
飞行员,Recommended,47.5 hrs on record (46.1 hrs at review time),很好玩
尘与故星河,Recommended,172.1 hrs on record (166.9 hrs at review time),大学生贼好玩
1324198948,Recommended,17.5 hrs on record (5.4 hrs at review time),好玩，爱玩
GGAgain,Recommended,75.1 hrs on record (57.6 hrs at review time),好玩停不下来
364521818,Recommended,30.7 hrs on record (4.2 hrs at review time),NICE
1052326843,Recommended,88.9 hrs on record (34.6 hrs at review time),好玩，值得入手
独立团团长李云龙,Recommended,138.0 hrs on record,无需多言，这是一款伟大的游戏！
kunkun,Recommended,124.9 hrs on record (109.2 hrs at review time),非常好玩，希望越来越多的国产3a大作的出现
XOF,Recommended,89.1 hrs on record (81.5 hrs at review time),操作手感，音乐，美术都相当不错，棍子梆梆梆的也是砸过了瘾。地图风景非常精美但美中不足的是引导不够好经常分不清岔路和正确的路，瑕不掩瑜 难得一见的佳作。
3263186853,Recommended,96.3 hrs on record (84.5 hrs at review time),非常好玩
2376409661,Recommended,35.5 hrs on record (34.5 hrs at review time),好玩爱玩
GoblinSlayer,Not Recommended,24.6 hrs on record (24.3 hrs at review time),联
jk88779,Recommended,96.4 hrs on record (94.7 hrs at review time),非常好玩!
小南,Recommended,41.4 hrs on record (28.3 hrs at review time),太好了
278393252,Recommended,155.0 hrs on record (141.6 hrs at review time),长这么大唯一一款花钱买的游戏
hands先先先生,Recommended,31.7 hrs on record,优点：画面精美，游戏中的风土文化有仔细考究值得称赞，剧情不错缺点&可以优化：地图中的空气墙太多以至于影响游戏体验，动作系统有待优化：1.战斗中锁定怪物的部位很奇怪，比如百足魔君锁定的是他的两腿之一，2.怪物的碰撞判定不是很好，比如你无法对百足魔君的头部造成伤害，锁定的时候都是锁定的他的腿进行打击，3.战斗中，很难与怪物进行绕至身后的缠斗，因为怪物的转身速度过快（看起来十分突兀），
2933004040,Recommended,14.3 hrs on record,好玩爱玩
OGSKIPPY,Recommended,115.1 hrs on record (90.1 hrs at review time),6666666
None LI,Recommended,7.1 hrs on record (6.1 hrs at review time),包好玩的
516536062,Recommended,94.6 hrs on record,DLC!DLC !什么时候出DLC！！！！
787560425,Recommended,15.6 hrs on record (13.4 hrs at review time),非常棒的游戏，就是对我这样的萌新需要很好的耐心去看视频学
阳炎,Recommended,61.8 hrs on record,除了大表哥2之外唯一100探索，好玩爱玩
543023573,Recommended,50.7 hrs on record (41.2 hrs at review time),好玩耐玩，玩个200小时不成问题。
yyf20051022,Recommended,64.1 hrs on record (63.6 hrs at review time),好玩
星期一,Recommended,53.9 hrs on record (33.5 hrs at review time),好玩就是太难了
猫翁,Recommended,85.6 hrs on record,神作！！！
琪猫猫,Recommended,66.9 hrs on record (46.6 hrs at review time),平心而论，前三章的游玩体验很好，不管是音乐美术战斗剧情，第四章开始剧情就开始构使了，阴谋论这种东西它就是上不了台面，因为对于一个阴谋论，你可以用另一个阴谋论去解读它，形成套娃。如果黑神话悟空它是自己的架空世界观，那倒还好可是制作组自己说的参考并尊重原著，为什么说前三章还好呢？因为前三章的剧情并没有太多雷点，讲一讲事物的两面性也是可以的。第四章的boss晦月魔君，打完之后你在影神图里可以看到，他是卯日星君，再根据另一个影神图的信息，得出结论，他不知道因为参与了什么事，反正就是被上司谋害了，送去下界做化学实验。简直了，后面的剧情逻辑都不能自洽。还有，明明可以不说，非要把自己的斗战神拿出来炫耀炫耀，来一句三度打碎自己的爱人恶心一下玩家。最后，抛去这些东西，黑神话还是非常值得玩的，技能、操作手感、动作设计等等都不错。
告白星河,Recommended,157.5 hrs on record (127.0 hrs at review time),太棒了
他说就蹭蹭,Recommended,98.9 hrs on record (80.9 hrs at review time),111
346371136,Recommended,19.9 hrs on record (11.8 hrs at review time),画面无敌
给DBD好评死全家,Not Recommended,21.6 hrs on record,你这游戏才多长的流程你凭什么占我130g的硬盘空间，妈的垃圾玩意
宁康,Recommended,83.6 hrs on record (19.7 hrs at review time),希望越来越多的国产好游戏能出现
ajing79644,Recommended,69.1 hrs on record (61.2 hrs at review time),强烈推荐
去码头整点薯条,Recommended,39.6 hrs on record (19.0 hrs at review time),好玩
小寒,Recommended,40.4 hrs on record,好玩
